Education,Relation_status,Seniority(in Years),Has_child,Children,Cluster,Age_group,Income_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
Postgraduate,In couple,10.52,No child,No child,High potential,Mature,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,8.70,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.40,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,10.15,Has child,2 children,High potential,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.06,No child,No child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.48,No child,No child,High potential,Mature,Low to medium income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.11,Has child,1 child,Stars,Senior,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.55,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.90,Has child,2 children,Leaky bucket,Senior,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,8.72,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.66,Has child,1 child,High potential,Adult,Low income,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,Alone,9.71,Has child,1 child,Need attention,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.06,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.82,No child,No child,Need attention,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.07,Has child,2 children,Leaky bucket,Senior,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.14,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,9.21,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.85,Has child,1 child,High potential,Mature,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.86,Has child,1 child,High potential,Mature,Low income,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
Postgraduate,In couple,10.51,Has child,2 children,Need attention,Mature,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer
Postgraduate,In couple,10.30,Has child,1 child,Need attention,Mature,Medium to high income,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.06,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.28,No child,No child,Need attention,Senior,Medium to high income,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.34,Has child,1 child,Leaky bucket,Mature,Medium to high income,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Non consumer
Postgraduate,Alone,9.36,No child,No child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.12,Has child,1 child,Stars,Mature,Medium to high income,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
Postgraduate,Alone,9.93,Has child,1 child,Need attention,Adult,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.52,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Undergraduate,In couple,9.39,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.54,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,10.59,Has child,1 child,Need attention,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.01,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Low consumer
Postgraduate,In couple,8.71,No child,No child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.74,Has child,3 children,Stars,Senior,Medium to high income,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.15,Has child,1 child,Need attention,Senior,High income,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.32,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.70,Has child,2 children,Need attention,Mature,Medium to high income,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.12,Has child,2 children,High potential,Senior,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.61,No child,No child,Need attention,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.43,Has child,1 child,Stars,Adult,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.24,Has child,1 child,Leaky bucket,Adult,Low to medium income,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.11,No child,No child,Stars,Mature,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.26,Has child,1 child,Leaky bucket,Mature,Low income,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,10.56,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.31,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.15,No child,No child,Need attention,Adult,Medium to high income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,10.07,Has child,2 children,High potential,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Undergraduate,Alone,9.06,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,10.55,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.33,Has child,2 children,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,Alone,10.55,No child,No child,Need attention,Senior,Low to medium income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.96,No child,No child,Stars,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.66,Has child,2 children,Stars,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
Undergraduate,In couple,10.33,Has child,1 child,Need attention,Mature,Low to medium income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.36,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.75,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.09,No child,No child,Stars,Adult,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,10.55,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
Postgraduate,In couple,10.28,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,8.86,No child,No child,Stars,Adult,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Undergraduate,In couple,9.85,No child,No child,High potential,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.99,Has child,1 child,Leaky bucket,Adult,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,10.27,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.49,Has child,1 child,Leaky bucket,Adult,Low income,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.46,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,10.32,Has child,1 child,High potential,Mature,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,Alone,9.76,No child,No child,Need attention,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.78,No child,No child,Need attention,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.08,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,8.84,Has child,1 child,Leaky bucket,Mature,Low to medium income,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
Postgraduate,Alone,9.90,Has child,1 child,High potential,Mature,Low income,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.29,Has child,2 children,Need attention,Mature,Medium to high income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,8.92,No child,No child,Stars,Senior,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.24,Has child,2 children,High potential,Mature,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,Alone,9.03,No child,No child,Stars,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.95,Has child,1 child,High potential,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Undergraduate,In couple,10.24,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,9.81,Has child,2 children,High potential,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Frequent consumer
Postgraduate,In couple,8.73,Has child,1 child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer,Low consumer
